Timestamp,Load Time (ms),Lighthouse Score,Time to Interactive
2025-03-09T15:03:44,N/A,N/A,N/A
2025-03-09T15:08:05,N/A,N/A,N/A
2025-03-09T15:08:53,N/A,N/A,N/A
2025-03-09T22:35:12,N/A,N/A,N/A
2025-03-09T22:36:25,N/A,N/A,N/A
2025-03-09T23:39:26,N/A,N/A,N/A
2025-03-09T23:40:30,N/A,N/A,N/A
2025-03-09T23:42:05,N/A,N/A,N/A
2025-03-09T23:43:11,N/A,N/A,N/A
2025-03-09T23:44:48,N/A,N/A,N/A
2025-03-10T00:03:16,N/A,N/A,N/A
2025-03-10T00:14:54,N/A,N/A,N/A
2025-03-10T00:39:39,N/A,N/A,N/A
2025-03-10T00:50:16,N/A,N/A,N/A
2025-03-15 11:50:09,N/A,N/A,N/A
