Timestamp,User,TTI,Total Blocking Time (ms)
2025-04-21 03:49:47,,6.7,4226.733
2025-04-21 03:51:23,,6.6,4443.487
2025-04-21 03:53:05,,4.6,3051.7595
2025-04-21 03:54:20,,2.4,0
2025-05-08 09:51:18,,6.6,4255.132
2025-05-08 11:09:23,,2.5,0
