Timestamp,User,Overall Load Time (ms),TTFB (ms)
2025-04-21 03:49:53,,1591,1
2025-04-21 03:51:29,,1602,2
2025-04-21 03:53:10,,1081,3
2025-04-21 03:54:22,,86,1
2025-05-08 09:51:24,,1699,2
2025-05-08 11:09:28,,176,2
